NAME,MSINI-mjupiter,A-au,PER-day,ECC,OM-deg,T0-jd,K-m/s,ORBREF,ORBURL,FIRSTREF,FIRSTURL,OTHERNAME,COMP,HD,HIPP,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA-hr,DEC-deg,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,IMAGING,MICROLENSING,TIMING,ASTROMETRY,BMV,V,VURL,VREF,J,H,PAR-marcsec,DIST-pc,VSINI-km/s,KS,GAMMA-km/s,DVDT-m/s/day,I-deg,MASS-mjupiter,SEP-au,TREND,LAMBDA-deg,BIGOM-deg,DEPTH,T14-day,TT,R-rjupiter,AR,DENSITY-\g/cm^3,GRAVITY,B,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH80,SEDEPTH58,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,STAR,MSTAR-msun,RSTAR-rsun,TEFF-k,RHOSTAR-g/cm^3,LOGG,FE,SHK,RHK,JSNAME,EPEURL,KP,SIMBADNAME,SIMBADURL,ETDNAME,ETDURL,EANAME,EAURL
Kepler-1120 b,,0.0370474,2.94902905,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.3943,42.28658333,23:39.5,+42:17:11.7,,2146.01,1,1,0,0,0,0,,,,,13.79,13.256,1.5748,635,,13.17,,,,0.00890695,0.0370474,0,,,0.000294466,0.084971,2454966.136,0.123,10.7897,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01716,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1120,0.78,0.74,4904,,4.6,-0.04,,,,,15.333,,,,,Kepler-1120 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1120+b&type=PLANET+HOST
Kepler-1597 b,,0.0433296,2.94654179,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.21093056,42.48108333,12:39.3,+42:28:51.9,,4382.01,1,1,0,0,0,0,,,,,13.241,12.965,0.796813,1255,,12.927,,,,0.00364938,0.0433296,0,,,5.05521E-05,0.1367,2454965.415,0.095,6.71819,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00711,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1597,1.25,1.39,6377,,4.24,0.02,,,,,14.144,,,,,Kepler-1597 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1597+b&type=PLANET+HOST
HAT-P-6 b,1.05632,0.0523738,3.852985,0,90,2454035.676,115.5,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,GSC 03239-00992,b,,,,,,0,,,23.65161278,42.46597222,39:05.8,+42:27:57.5,,,0,1,0,0,0,0,0.67,10.44,,,9.558,9.44,3.83,261.097,8.7,9.313,-22.3898,,85.51,1.05957,0.0523738,0,165,,0.00872,0.1461,2454035.676,1.33,7.73114,0.559,3.17576,0.602,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,,,1,,,,,,,0.00117,0.00106,,,8.6,,15,1,0,Transit,Transit,2008,HAT-P-6,1.29,1.46,6570,0.41429,4.218,-0.13,,-4.81,HAT-P-6,http://exoplanet.eu/star.php?st=HAT-P-6,,HAT-P-6,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-6,HAT-P-6 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-6&PLANET=b,HAT-P-6 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-6+b&type=PLANET+HOST
Kepler-35 b,,0.48628,131.458,0.042,11.6336,2454920.3,,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,KOI-2937,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.63313194,46.68975,37:59.3,+46:41:23.1,,2937.01,1,1,0,0,0,0,,,,,14.43,14.04,,,,13.88,,,89.24,0.127011,0.48628,0,,,,,,0.728,101.908,0.41,,,1,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,,,0,,,,,,,,,,,,,,1,0,Transit,Transit,2012,Kepler-35,0.8877,1.0284,,,,,,,Kepler-35(AB),http://exoplanet.eu/star.php?st=Kepler-35(AB),15.726,Kepler-35,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-35,,,Kepler-35 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-35+b&type=PLANET+HOST
Kepler-1581 b,,0.0692091,6.28385491,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.15808333,39.60358333,09:29.1,+39:36:12.9,,4288.01,1,1,0,0,0,0,,,,,11.331,11.106,2.25734,443,,11.025,,,,0.00129651,0.0692091,0,,,3.21489E-05,0.17183,2454966.2,0.071,12.1266,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00567,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1581,1.12,1.23,6022,,4.31,0.07,,,,,12.4,,,,,Kepler-1581 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1581+b&type=PLANET+HOST
Kepler-397 b,,0.154824,22.250949,,90,2454982.431,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-2681,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.72626944,42.38045,43:34.6,+42:22:49.62,,2681.02,1,1,0,0,0,0,,,,,14.587,14.123,,,,13.9,,,,0.0192003,0.154824,0,,,,0.070375,2454982.431,0.219467,43.5036,,,0.94,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-397,,0.767,5307,,4.572,,,,Kepler-397,http://exoplanet.eu/star.php?st=Kepler-397,,Kepler-397,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-397,,,Kepler-397 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-397+b&type=PLANET+HOST
Kepler-129 c,,0.369989,82.20017,,90,2455041.79,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-275,c,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.02075,47.84856111,01:14.7,+47:50:54.82,,275.02,1,1,0,0,0,0,0.86,11.81,,,10.6,10.325,,,,10.252,,,,0.0202659,0.369989,0,,,,0.440417,2455041.79,0.227496,48.5917,,,0.12,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-129,,1.641,5770,,4.086,,,,Kepler-129,http://exoplanet.eu/star.php?st=Kepler-129,,Kepler-129,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-129,,,Kepler-129 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-129+c&type=PLANET+HOST
Kepler-398 c,,0.0992436,11.419412,,90,2454975.118,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-2693,c,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.43123889,40.34385,25:52.5,+40:20:37.86,,2693.02,1,1,0,0,0,0,,,,,11.514,10.932,,,,10.794,,,,0.00302153,0.0992436,0,,,,0.13925,2454975.118,0.0901062,34.8918,,,0.9,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Kepler-398,,0.613,4493,,4.689,,,,Kepler-398,http://exoplanet.eu/star.php?st=Kepler-398,,Kepler-398,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-398,,,Kepler-398 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-398+c&type=PLANET+HOST
Kepler-551 b,,0.0907073,12.3764661,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.03233611,48.05433333,01:56.4,+48:03:15.6,,430.01,1,1,0,0,0,0,,,,,12.991,12.369,3.20513,312,,12.193,,,,0.0227057,0.0907073,0,,,0.00162006,0.114725,2455012.405,0.244,31.0301,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.04025,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-551,0.65,0.63,4286,,4.66,-0.09,,,,,14.897,,,,,Kepler-551 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-551+b&type=PLANET+HOST
Kepler-850 b,,0.0743561,7.19303878,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.53896389,48.57538889,32:20.3,+48:34:31.4,,1440.01,1,1,0,0,0,0,,,,,14.372,14.076,0.651466,1535,,13.987,,,,0.0131362,0.0743561,0,,,0.000233478,0.14313,2454969.052,0.159,14.7019,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01528,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-850,1.06,1.09,5932,,4.39,0.03,,,,,15.451,,,,,Kepler-850 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-850+b&type=PLANET+HOST
Kepler-211 b,,0.0504476,4.138575,,90,2454965.016,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-678,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.02928056,43.16848056,01:45.4,+43:10:06.53,,678.02,1,1,0,0,0,0,,,,,11.927,11.488,,,,11.447,,,,0.00656354,0.0504476,0,,,,0.09275,2454965.016,0.11241,13.3239,,,0.02,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-211,,0.816,5123,,4.547,,,,Kepler-211,http://exoplanet.eu/star.php?st=Kepler-211,,Kepler-211,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-211,,,Kepler-211 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-211+b&type=PLANET+HOST
Kepler-242 b,,0.0796077,8.20395,,90,2455002.691,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-853,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.10438056,41.8084,06:15.8,+41:48:30.24,,853.01,1,1,0,0,0,0,,,,,13.821,13.316,,,,13.24,,,,0.0210192,0.0796077,0,,,,0.114167,2455002.691,0.232849,20.1845,,,0.06,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-242,,0.85,5020,,4.492,,,,Kepler-242,http://exoplanet.eu/star.php?st=Kepler-242,,Kepler-242,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-242,,,Kepler-242 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-242+b&type=PLANET+HOST
Kepler-138 b,,0.074609,10.312364,,90,2454966.544,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-314,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.35876944,43.29298889,21:31.6,+43:17:34.76,,314.03,1,1,0,0,0,0,,,,,10.293,9.68,,,,9.506,,,,0.00021,0.074609,0,,,,0.08,2454966.544,0.047,36.379,2.6,,0.53,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,0.0108,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2014,Kepler-138,0.521,0.442,3841,9.5,4.886,-0.28,,,Kepler-138,http://exoplanet.eu/star.php?st=Kepler-138,,Kepler-138,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-138,,,Kepler-138 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-138+b&type=PLANET+HOST
HIP 8541 b,5.48299,2.77823,1560.2,0.16,293.9,2454346.9,87.4,Jones 2016,http://adsabs.harvard.edu/abs/2016A%26A...590A..38J,Jones 2016,http://adsabs.harvard.edu/abs/2016A%26A...590A..38J,,b,11343,8541,,232538,,0,http://adsabs.harvard.edu/abs/2016A%26A...590A..38J,Jones 2016,1.835060833,-54.46484722,50:06.2,-54:27:53.45,,,0,1,0,0,0,0,1.1,7.88,,,6.012,5.456,5.93,168.634,1.3,5.29,,,,5.48299,2.77823,0,,,,,,,76.4695,,,,0,,,,,0,,Predicted,,,,,,,,,9.1,2.4,36,1,0,RV,RV,2016,HIP 8541,1.17,7.83,4670,,2.7,-0.15,,,HIP 8541 b,http://exoplanet.eu/star.php?st=HIP+8541+b,,HD 11343,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+11343,,,HIP 8541 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HIP+8541+b&type=PLANET+HOST
Kepler-389 b,,0.0428881,3.244107,,90,2454965.944,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-2473,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.464,44.90001944,27:50.4,+44:54:00.07,,2473.01,1,1,0,0,0,0,,,,,14.417,13.903,,,,13.896,,,,0.0120453,0.0428881,0,,,,0.08725,2454965.944,0.134713,11.6706,,,0.25,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-389,,0.792,5376,,4.57,,,,Kepler-389,http://exoplanet.eu/star.php?st=Kepler-389,,Kepler-389,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-389,,,Kepler-389 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-389+b&type=PLANET+HOST
PSR B1257+12 A,,0.168494,25.262,0,90,2449765.1,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1992,http://adsabs.harvard.edu//abs/1992Natur.355..145W,,A,,,,,,0,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Konacki 2003,13.00099361,12.68233333,00:03.6,+12:40:56.4,,,0,1,0,0,1,0,,,,,,,,,,,,,,6.29267E-05,0.168494,0,,,,,,,,,,,0,,,,,0,,Predicted,,,,,,,,,,,,3,1,Timing,Timing,1992,PSR B1257+12,,,,,,,,,PSR 1257 12,http://exoplanet.eu/star.php?st=PSR+1257+12,,PSR B1257+12,http://simbad.harvard.edu/simbad/sim-id?Ident=PSR+B1257%2B12,,,PSR B1257+12 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=PSR+B1257+12+b&type=PLANET+HOST
BD -08 2823 c,0.328101,0.679166,237.6,0.19,127,2454193,13.4,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,LTT 3669,c,,49067,,137286,,0,,,10.0133175,-9.516741667,00:47.9,-09:31:00.27,,,0,1,0,0,0,0,1.071,9.9889,,,7.96,7.498,23.53,42.4989,1.4,7.323,,,,0.328101,0.679166,0,,,,,,,114.485,,,,0,,,,,0,,,,,,,,,,,4.3,3.2,83,2,1,RV,RV,2010,BD -08 2823,0.74,1.27853,4746,,4.13,-0.07,,-4.8,BD-082823,http://exoplanet.eu/star.php?st=BD-082823,,G 162-12,http://simbad.harvard.edu/simbad/sim-id?Ident=G+162-12,,,BD -08 2823 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=BD+-08+2823+c&type=PLANET+HOST
Kepler-611 b,,0.0355594,2.4370333,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.06699722,45.48038889,04:01.2,+45:28:49.4,,583.01,1,1,0,0,0,0,,,,,13.438,13.149,1.10375,906,,13.035,,,,0.0122275,0.0355594,0,,,0.0002244,0.13337,2455003.737,0.147,7.58779,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01498,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-611,1.01,1.01,5761,,4.43,0.06,,,,,14.573,,,,,Kepler-611 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-611+b&type=PLANET+HOST
Kepler-951 b,,0.309084,71.52530845,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.18250278,38.11455556,10:57.0,+38:06:52.4,,1788.01,1,1,0,0,0,0,,,,,12.92,12.382,2.45098,408,,12.251,,,,0.104473,0.309084,0,,,0.00486506,0.246971,2455024.693,0.499,91.2506,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.06975,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-951,0.77,0.73,4834,,4.6,-0.01,,,,,14.521,,,,,Kepler-951 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-951+b&type=PLANET+HOST
4 UMa b,7.13242,0.876999,269.29999,0.432,23.81,2452987.394,215.55,Dollinger 2007,http://adsabs.harvard.edu/abs/2007A%26A...472..649D,Dollinger 2007,http://adsabs.harvard.edu/abs/2007A%26A...472..649D,,b,73108,42527,3403,14616,,0,,,8.670249722,64.32787222,40:12.9,+64:19:40.34,,,0,1,0,0,0,0,1.197,5.787,,,2.619,2.02,12.74,78.4929,,1.733,,,,7.13242,0.876999,0,,,,,,,5.46107,,0,,0,,,,,0,,,,,,,,,,,28.8,,,1,0,RV,RV,2007,4 UMa,1.234,34.6101,4415,,1.8,-0.25,,,4 UMa,http://exoplanet.eu/star.php?st=4+UMa,,4 UMa,http://simbad.harvard.edu/simbad/sim-id?Ident=4+UMa,,,4 UMa b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=4+UMa+b&type=PLANET+HOST
Qatar-1 b,1.08272,0.0234308,1.420033,0,90,2455518.41,218,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,J20133160+6509433,b,,,,,,0,,,20.22544861,65.16207778,13:31.6,+65:09:43.48,,,0,1,0,0,0,0,1.057,12.843,,,10.999,10.527,5.71429,175,2.1,10.409,,,83.47,1.08979,0.0234308,0,-8.4,,0.02117,0.06716,2455518.41,1.164,6.13578,0.9177,3.30067,0.696,1,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,,,0,,,,,,,,,,,,,60,1,0,Transit,Transit,2011,Qatar-1,0.85,0.823,4861,2.128,4.536,0.2,,,Qatar-1,http://exoplanet.eu/star.php?st=Qatar-1,,Qatar-1,http://simbad.harvard.edu/simbad/sim-id?Ident=Qatar-1,Qatar-1 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Qatar-1&PLANET=b,Qatar-1 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Qatar-1+b&type=PLANET+HOST
Kepler-794 b,,0.103391,11.13125132,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.20891389,38.99688889,12:32.1,+38:59:48.8,,1216.01,1,1,0,0,0,0,,,,,12.337,12.024,1.31062,763,,12.011,,,,0.0156727,0.103391,0,,,0.000183061,0.173962,2454967.365,0.188,16.1468,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01353,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-794,1.19,1.38,5839,,4.23,0.34,,,,,13.459,,,,,Kepler-794 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-794+b&type=PLANET+HOST
HD 10697 b,6.23505,2.13177,1075.2,0.099,111.2,2451480,115.4,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,109 Psc,b,10697,8159,508,92611,72,0,,,1.748848056,20.08340556,44:55.9,+20:05:00.26,,,0,1,0,0,0,0,0.72,6.27,,,5.386,4.677,30.7,32.5733,2.4805,4.6,-45.919,,,6.23505,2.13177,0,,,,,,,298.081,,0,,0,,,,,0,,,,,,,,,,,8.1,3.39,131,1,0,RV,RV,2000,HD 10697,1.112,1.54131,5680.44,,4.12295,0.194014,0.149341,-5.08233,HD 10697,http://exoplanet.eu/star.php?st=HD+10697,,HD 10697,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10697,,,HD 10697 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+10697+b&type=PLANET+HOST
Kepler-597 b,,0.107239,13.02365861,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.564675,39.25280556,33:52.8,+39:15:10.1,,550.01,1,1,0,0,0,0,,,,,12.951,12.562,1.51515,660,,12.54,,,,0.0181548,0.107239,0,,,0.00054756,0.165475,2455011.524,0.211,24.3282,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0234,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-597,0.97,0.95,5683,,4.47,-0.01,,,,,14.07,,,,,Kepler-597 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-597+b&type=PLANET+HOST
Kepler-1433 b,,0.0526772,4.13592271,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.15755278,49.45688889,09:27.2,+49:27:24.8,,3120.01,1,1,0,0,0,0,,,,,13.772,13.483,0.753012,1328,,13.492,,,,0.0116544,0.0526772,0,,,0.000136189,0.11621,2454966.54,0.139,9.54021,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01167,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1433,1.14,1.19,6097,,4.34,0.07,,,,,14.826,,,,,Kepler-1433 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1433+b&type=PLANET+HOST
Kepler-194 b,,0.032015,2.092281,,90,2454966.06,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-597,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.46476111,47.86416944,27:53.1,+47:51:51.01,,597.02,1,1,0,0,0,0,,,,,13.78,13.45,,,,13.51,,,,0.0120453,0.032015,0,,,,0.0979583,2454966.06,0.134713,6.73149,,,0.13,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Kepler-194,,1.025,6089,,4.415,,,,Kepler-194,http://exoplanet.eu/star.php?st=Kepler-194,,Kepler-194,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-194,,,Kepler-194 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-194+b&type=PLANET+HOST
Kepler-1121 b,,0.1187,13.15141081,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.85244167,47.88613889,51:08.8,+47:53:10.1,,2149.01,1,1,0,0,0,0,,,,,11.076,10.865,1.89036,529,,10.795,,,,0.014034,0.1187,0,,,0.000116208,0.233479,2454977.161,0.17,16.0893,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01078,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1121,1.29,1.59,6231,,4.14,0.12,,,,,12.071,,,,,Kepler-1121 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1121+b&type=PLANET+HOST
